A3152KT8N27WTF,{98: 5}
A2BUTLQME51GZT,{424065: 5}
AYVDGAUDR7B8U,{424178: 5}
A24IUIKUTRLDRJ,{423950: 2}
AH9OOJM2NH1G1,{423950: 2}
AWOH6ZWM2TJ7J,{424916: 5}
A78P545SWPL4J,{423747: 3}
A2SADMFKFF2B96,{426136: 5}
A38W2Q3BQJXZPQ,{427332: 4}
ALU4EGFBT1USR,{426453: 1}
A18IDKCHP3QE7E,{426311: 5}
A7REBMU3WIJ9Q,{426173: 3}
ALGZ0BHEK2T30,{426438: 5}
A3NWNBR35M0VVJ,{426207: 5}
A242PP02VVQ3LL,{426207: 1}
AG7B43SQZHVFQ,{426219: 1}
A1JC5I3X6O9G0Y,{426171: 4}
A2BXVANWFVO5P,{426117: 5}
A8SGPYDN8HWWB,{426117: 1}
A24C9IT6LUJX7Q,{426117: 5}
A3TWSM5UOCST9M,{426117: 5}
A1BCKOEBD98Q1D,{426117: 5}
A1MIUQ5NI16KOD,{426117: 5}
A9GM6QA8M6YLZ,{426146: 5}
A1ZDL55BSE9DQ5,{426146: 1}
A1W2CGJGZ7IT5E,{426734: 5}
A11MZBBH4NXA2J,{426177: 4}
A2EW3YLSD0V7TG,{426133: 1}
A2T60O7BR5IHBU,{426133: 4}
A1SDEAA5KCMDC9,{426116: 4}
AVSFIE32GYVRP,{426116: 4}
A2D5K8IDZGFFWY,{426116: 5}
A12BG9JX5BUGRL,{426116: 5}
A2ULVYKJ0ACCGI,{426126: 5}
A2KNIW15FJ386O,{426126: 5}
A3LDWHISTRTSU3,{427078: 2}
A3BARJB11BGR1W,"{426390: 5, 454407: 1}"
AEPA85AHCZZN2,{427556: 5}
AUSMEQL7WOBF9,{426142: 5}
A1VJ6VUK2IOSL9,{426164: 3}
AZAFJIWXALMMO,{426740: 3}
AOZFMJZUIUG6U,{426211: 3}
A2O93911ZCZLI9,{426247: 4}
A2H90C6BIM0CUL,{427621: 5}
A1NKYKCZVOXIMB,{426190: 5}
A2ZW239712U2GA,{426169: 1}
A3VD7M6UMDDQLW,{426130: 5}
AMSE34WBBJU2C,{426273: 5}
A1R3DENQMRVNIU,{426208: 5}
A30AV0EFKZ0AYS,{426183: 2}
A7OYU89E6J4O8,{426289: 3}
A3BR2E281680Q4,"{426367: 1, 433188: 1}"
AF2TQ8RRN5ZBO,{426165: 5}
A18MOH7ZCDDKCR,{426149: 5}
AYNU5D097AOLD,{426159: 5}
A9V9TVRA4OZ7N,{426159: 1}
A3RXQZ0SD8G9MT,{427150: 5}
A3CS74EGYULQCT,{426138: 5}
A2QDNCWWABRL9Z,{426119: 1}
A155MT36MKSK3C,{426416: 3}
A398DRIIGFPPD0,{426128: 5}
A387F9IDSNE8VC,{426128: 3}
A3PD21XXKDOQMB,{426128: 5}
A1HOTTN0MV2HLN,{426128: 1}
A1MG2JYIF17MBH,{426128: 4}
A3KP1IDQKB6UXB,{426128: 1}
A18MCG5Y3NZ4BF,{426128: 4}
A7SX79NHFBZU6,{426771: 5}
A33YOR1GH78NKT,{426608: 3}
A2VSMRJKUOI3M3,{428501: 5}
A2QSI3RWY2JZXL,{428780: 5}
A1CR24LUGGZCSJ,{428553: 3}
AN4VNH1LJ2QES,{428601: 4}
A1ILL5CE2J06A9,{428502: 4}
A3HXGZ4M542HXV,{428599: 2}
A2MATKNVYFNWJA,{428477: 5}
A1U81RL0Q3JMMV,{428549: 5}
A2MQ0DZ91RV94H,{429001: 2}
A1LNH0UIYG8I5A,{428430: 5}
A3474OP2731YQ4,{428430: 5}
A24NJDNXNI9UYY,{428430: 4}
A23P04AX852KOI,{428430: 4}
A1CNTYETMZNS2,{428461: 5}
AYZ3LHA3ZLUZ6,{428461: 1}
A1OINBB14L83GZ,"{428458: 5, 456851: 3}"
A1QO2WLIW7IE3N,{428467: 5}
A3UKHU1JEVWYE0,{428876: 2}
A4B9I6R4CMP3C,{428450: 5}
AICG52PQ4FG1B,{428450: 3}
A3K19B5W1FKFXZ,{428789: 4}
A1WTZSYURD8ZI4,{428635: 5}
A16BVU68R1YZ4M,{428635: 5}
AARYKIZ2VVDON,{428763: 1}
A1MSYFXIF1603,{428455: 5}
A10K07XPRTGH1J,{428469: 2}
A1ASSV80LH7UE8,{429990: 5}
A2B79918LV6XIB,{428825: 1}
A3CXFYVLY7HVDY,{428569: 5}
A1G7XYTDLQYB6C,{429464: 5}
A1U0JGSXUK8QB2,{428525: 1}
A3UR5BPWPGENCY,{430751: 4}
A389GT3QMI74YS,{429338: 5}
A16GT7L9I4U2NH,"{429438: 5, 459079: 5}"
A2XTPFWSHASUD9,{428513: 1}
A1BL2PWZT7CXYQ,{428586: 1}
A2M7IRFY1B77VZ,{428667: 5}
A14D38900ICDZN,{430312: 4}
A3DRUCWW7WQZNF,{428437: 4}
A2WXKHTBTT4WR7,{428437: 5}
A1MQM7C5GGRP78,{428946: 5}
A3R8Z4Z6G7S2N0,{428457: 5}
A1NJKNK8JZMVG,{428457: 1}
A318RI0MJZGBFF,{428457: 5}
A4F6KCG0XBOTU,{428555: 5}
A2IEXRNDZGP9XC,{428555: 5}
A3AY6C06XTVOVP,{429072: 2}
AB0B0Z7IUY3WN,{428680: 1}
A1U2O8KR1GZWI9,{428557: 2}
ATSVG9GCY8VU6,{430204: 5}
A3Q40AWQ335HEX,{428428: 5}
A10AIBNHRE85HC,"{428428: 5, 435495: 5}"
A21AFIIZYFFFU0,{428428: 1}
AFZ88HLJM7RQC,{428428: 5}
A1RPXFCXQJ5ZG8,{428428: 4}
A20M852Q7QCF52,{428428: 1}
A1DQTC9J7Q2BTV,{428428: 5}
A1C3QOSJJIDSU5,{428428: 3}
A2J3NJSV0MEKOE,{428428: 5}
AR1M4IHAOQCMR,{428428: 4}
A1Q8S5ZEMOJIGE,{428489: 1}
A1MLWE6UWNZX4A,{428962: 1}
A1FSIS4RP7QH9D,{428962: 2}
A3W59RYHCWLQCQ,{428614: 5}
A164GA6MFHPEN2,{430327: 5}
A3H7WZFZJH883I,{428515: 5}
A1GAOE5SVSLY5I,{428465: 5}
A3SB4XL0BJCSZV,{428465: 5}
A1MEW34HF3941Z,{428439: 5}
A1L0CTWNJLJ4FX,{428473: 5}
AY61HL02GQ0AO,{428473: 4}
AHZUPWJX6FEOJ,{430904: 5}
ATUAMG5Z48F16,{430961: 1}
A2OD960VZ1VEVH,{431253: 3}
A1TCN053S72XL4,{430771: 5}
A261AON83NYAHF,{430785: 3}
A2LHLPQHHCUPGO,{431425: 5}
A3TEW2P0DG30VB,{430905: 5}
A39C1QEJSDNF2V,{431222: 1}
A2FNCI2G8M7GOE,{430792: 4}
A3GS2WZZA650ZW,{431592: 5}
ARLH5GT726PCV,{432249: 5}
A3F9KCBARS0GQI,{431023: 5}
A1XAV4RXP0QUZF,{430842: 5}
APTUW74GF0T5S,{430812: 5}
A1FWP4ZL94K8E4,{431447: 5}
ADFWGKPI984YL,{430853: 5}
ALP4PZZGNB3GC,{431197: 5}
A4MSPJRY8ZO82,{430775: 5}
A36YMBSQ7UZDUZ,{430775: 1}
A3S389Q81C3I3R,{430775: 4}
A21DZ9FWS61ALY,{430775: 1}
A30X61CYY4B5FF,{430861: 5}
ADOD1UXTX4RKA,{430910: 5}
AXUHEMCGK8EJC,{430910: 5}
A2L479ZL8W1EOL,{430872: 3}
AD80FM532W95J,{432388: 5}
A2YLLZGWWKD5L1,"{430801: 5, 454486: 5}"
A32JWFQJ5HD284,{431373: 5}
A3PD5XBPRCIVBN,{431316: 5}
A2VHYXHWBFW6NS,{430855: 5}
A1K9N6A8O9M7ZA,{430766: 5}
A1UE506WZYTOF7,{430766: 5}
A3NAZFUPBMR222,{431428: 5}
A2IX5ENZ5N4CIE,{430824: 1}
A3HFZ1KX5ZEX3Y,{430967: 5}
A2RA3CYW2I99ZF,{431029: 5}
A3NLNT3O7ET9Z5,{431287: 1}
A3J07NZR4Z2L1R,{430781: 4}
A13FWIQ6OG4EBO,{431354: 1}
A15E70H3UG1WCF,{430831: 3}
AC8PRQ01ASEV0,{430885: 5}
AK8H33EOPN4M4,{430885: 5}
A22BHBF2K5IYMZ,{431057: 4}
AI3DF4CO7QG3Q,{431025: 1}
A3INT354GBL03V,{430835: 5}
A3OKQX11VBH7M8,{430821: 2}
A1IYBP47Y3OQHO,{430810: 4}
A2X0E4QDKC7B3C,{430810: 5}
AFT2NNM871U35,{431799: 1}
A1UBZDG26UM8FC,{430805: 5}
AMT44650QEKSK,{430805: 2}
A2RK8CTLUSNEEL,{430805: 1}
A186CLYV9I2MFG,{430805: 1}
A3UN6POTX03P04,{430805: 1}
A35WVVJDF7195I,{430763: 3}
A9DX6L7TDOXKQ,{430763: 3}
ACC0XDZB8SLV4,"{430763: 5, 449683: 5}"
A24VL50XFG3V6S,{430763: 5}
A1K110E1D45B9,{430763: 5}
A31OJERGNA2QZN,{430770: 5}
A2JECGZTHRG9LG,{430770: 5}
A1TJDC221RCHXR,{431089: 1}
A314VVUD1HSHTR,{430931: 5}
A1IAZZDBXEYTRX,{430899: 5}
A1K92IL8FSLKXE,{431102: 5}
A1WXH1E0KN5LC6,{430776: 5}
A1KRJVLRSJWMU8,{431264: 5}
ABDSNTZKH3FK7,{431614: 3}
A3081BI0UDK7FW,{430826: 5}
A1ZDNIELD5LGWU,{430789: 5}
A1JR7HT40DVA6V,{430789: 1}
A3UNSDPAMQAJA0,{430789: 4}
AY3KNMIEJF45O,{430789: 4}
A31I2XMEJARM36,{431144: 5}
AD7ARUUG8OOM8,{433758: 5}
A1WPS3V6EMTQUL,{433666: 5}
A3N9403N7BT4V5,{433266: 5}
ABN8Q4C8KOBXZ,{433281: 5}
A31WKX5YJHD5NA,{433671: 4}
A3P8SMT2AKIGTE,{433191: 4}
A18OBXG184W3SU,{433329: 4}
A327OA29JVIY8F,{433397: 5}
A2ZFJ42HG048B8,{433137: 5}
ABWDGGKIP79NR,{433726: 5}
A37AQBAUPWCDF6,{434576: 3}
A31EWW4FVG5KYP,{433154: 3}
A3CXX6CQ4ZSSUH,{433274: 5}
A2AUJ4CYX1XDDF,{433523: 5}
A3L94QF5A1KZ4E,{433139: 5}
A3R90KQSTZAQJU,{433139: 4}
A18C26EST7COS0,{433139: 1}
AOSSTT34M423L,{433139: 1}
A11JGJDPAYGJIJ,{433454: 5}
A1TTRW1F2LPY9N,{433238: 2}
A1XDYQ3CVDE72T,{433251: 5}
A2IM9O209NSOFX,{434130: 3}
A2TNZAMBWKD0WH,{433372: 1}
A1PPDO90DX6LXF,{433158: 5}
A1OVATD4LSKFLI,{433742: 5}
A18ZPQW7H5O21Z,{433468: 5}
A2QQL837JQUUX3,{433538: 4}
A1WV8TE0VJNH8W,{433204: 5}
AL495O17TVKAT,{433858: 1}
ADR2N3UVLWBUK,{433122: 5}
A1ITNY2ZDBTSDF,{433131: 5}
A2JWTMJ6QNKSKQ,{433393: 1}
A2X6BBY6JW7R93,{433296: 2}
A1DHKGM6K18NP5,{433127: 5}
AZ6M3RHVJZZRX,{433127: 5}
A34330A4P9UICP,{433165: 4}
A3HRCQG8FL30PR,{433153: 2}
A236GA6JMVE4VQ,{433236: 4}
A26KCLUU5JXHPD,{433236: 5}
A3CL6P3C1N1Q8S,{433144: 1}
ALKAKWOV6OX7U,{433790: 4}
A2GKM8DD1AGZDQ,{433338: 5}
A3MZ126YBN7T0D,{433656: 4}
A1M1D7TC7QWAYH,{433310: 5}
AQMDTIUPGFQVU,{433186: 5}
A3QMEVQNASCRI2,{433326: 5}
A1J6GCLNI9BJR2,{433371: 5}
A3SY4P64ZCFRSB,{433403: 5}
A1F1GCGHTDBMZQ,{433123: 5}
A28KK4GMH00PTC,{433452: 4}
A3AOMJ01KOAWLS,{433868: 5}
A347ZK2C1FWHX,{435099: 4}
A2J8NR9SVMC585,{433124: 5}
A5T7L27F10FXE,{433227: 1}
A2IVV9XNEHXLBC,{435984: 1}
AYIWK0EGL0ZU5,{435485: 4}
A60B1B1OKDPIH,{435486: 4}
AFLZUH386HCOQ,{435486: 4}
A1CXMYW9F9E47S,{435503: 4}
A29JS1UZYR8B0F,{435664: 5}
A1HU7O0EGVXIM7,{435912: 5}
A19U4YD4ZMIUD2,{435657: 4}
A1LGXCKPZ4XRS3,{435902: 1}
A1IEAGVUMUXOYE,{436455: 5}
A1JZC5TBFYMSFZ,{435566: 4}
A1O4C7QWSF0QWL,{435512: 5}
A2VXH626TQGOKB,{435482: 2}
A3EQNFCRD6OS14,{436950: 3}
A2L10DRLJM4SK3,{435535: 5}
A3IZA9NTY1AL1O,{435560: 5}
A3SJGMK9TII3RX,{435696: 5}
AZT37H0OJ79BP,{435970: 2}
A1LGVP671MEZK3,{436222: 1}
A9SN8DJTUOC7U,{437043: 4}
A1QY5W6VU30II,{435985: 5}
AJ5ECBKYPA5HE,{435495: 5}
A1O2YBQ0ES2F71,{435518: 4}
A3V1URAQSI18E0,{435674: 5}
A2GD0F8UZMFNUR,{436607: 1}
A1636JNQ7K5BQ6,{435630: 4}
A3GGR90ZPXVSP7,{435586: 5}
A3CYVIOO2V0NIZ,{435586: 5}
A32UG3M9RFF6SG,{435586: 5}
A24D8S0RX51M3J,{435586: 5}
A3GTP0TT03LVKX,{436676: 5}
A1PYE5RZSJMH0U,{436025: 5}
A1TPY2LS6KVOJC,{435795: 1}
A39W464PWMC906,{435751: 5}
A3E69Z2KXB73C8,{435502: 1}
AOPNDD2PERJTS,{435525: 5}
A2G975AZRDI9QO,{435525: 5}
ADXOS1LLIQ48T,{437122: 2}
A2YSIAV3L6Y89K,{436644: 4}
AOT9EP5ESN3PX,{435824: 2}
ADPHS622PHE6Q,{435602: 5}
A2MW1YICT418XR,{435667: 4}
A3TVM6QF20U9ZU,{436116: 5}
A3K0RU34CN1LIN,{436129: 4}
A1GXSQ8F3TIAJP,{435494: 5}
AISVEFY7BYNQ7,{435537: 3}
A3UZPB6ZZUMJZI,{435475: 5}
A227NVSV3Z5HG0,"{435554: 1, 456852: 1}"
A78L4M9G89Q6C,{435489: 5}
A28N969QVGRY6F,{435656: 5}
A2YAXKSO0PAYRL,{436386: 4}
AVR8QOR8VEWE2,{435496: 4}
A1M527GTUVKECQ,{435636: 5}
A1OUR2G5YBNPV,{435636: 4}
A1F13M0YGFHJY0,{436616: 1}
A39UWBVTTVQKGY,{435563: 5}
A1C670XROSDCN2,{436174: 5}
A322JQJ88OJHDI,{435570: 4}
AQ67C9I746NM9,{435570: 5}
A1RTFGHKNWLTCF,{435655: 5}
A23L9HJNNL24T1,{436672: 3}
ABZ123UDF86RU,{435524: 1}
A3NQ0BFMIDHZG0,{435524: 2}
A365V6FRKQ32TD,{435524: 5}
A1V27L7CU45RN7,{435484: 4}
A39FM68AYZ3JKB,{435484: 4}
A1T2QUY8V9AYSE,{436350: 5}
A1S5HV4QKRUKK7,{436192: 5}
A1G8YSUSFCFU16,{435645: 5}
A3T47MT4QG4VD7,{436491: 4}
A3KF8IZ5O6K3LI,{436852: 5}
A1VAZKN6TL2N8M,{435945: 5}
A3013593EXPL9L,{437992: 4}
A3UIS41ALL0A8I,{438054: 5}
A2J4QN581470FK,{438822: 5}
A3LW0TDAAWV9YY,{437869: 5}
ALN595UNK53PE,{437919: 5}
A2NLO6O80A4QE8,{437863: 5}
A1MUE0GKYGYUXB,{437952: 5}
AD0Y0JXAHFF0E,{437916: 1}
A3LL74AYQLZF0H,{437971: 5}
A1C5H0WHH53IL8,{437870: 3}
AXJEE9FBRG0UM,{437870: 5}
A187EQZ97YH6KU,{438209: 4}
ABK2CTV7L88YC,{438605: 4}
A3DAND0ELXUCSF,{437957: 1}
A2GXHJDCHT9QNS,{438756: 5}
AHOKM5YXF5JL9,{438300: 1}
ARE6SD2FW74TX,{439613: 5}
AWPC4BD9PCRKO,{438587: 5}
A3UMTRIYC79YHE,{438042: 5}
A238ZU0UPNMUJ3,{437893: 5}
AWTGA8QSWQOTV,{438133: 2}
A2N4BM9EJTW9B9,{438154: 5}
A33JG0NO9J82H8,{438321: 5}
ANUQCWE00DN4E,{437912: 4}
A2BWUL6E09MXFC,{437985: 5}
A1QRPKY7J85HAI,{439088: 5}
AIYH86FLJU91A,{438091: 4}
A1W7QG9ZRPLWZN,{438492: 4}
AFK5OM08RS6YK,{438092: 5}
A1TXUKLULZEMN0,{437970: 1}
AJVJWXK5ZVACG,{437945: 4}
A2EUZSR74VVR1,{437866: 1}
A2XJGXGEP4SUMT,{439359: 2}
A36LEFLEBOV0OL,{437879: 2}
AMI1U4AHGHL7X,{437879: 1}
A2S4O20CGEG33Z,{438611: 5}
A3ICGP5TYNAPPK,{438003: 5}
A20BL5VS7HG3I8,{439321: 3}
A1IKFPSI07GS93,{438175: 3}
A38YE38WU2XBW,{437888: 2}
A7JZ2K2L5P6LA,{437892: 5}
A3PRE9W9TTDTDT,{438374: 5}
A1XAWKOROW5323,{438350: 5}
A1V76UTZ5OD0AH,{437864: 5}
ARX301E4BS5JS,{438707: 5}
AZMRM48327FK0,{438244: 1}
AFHCSBA4S7UZB,{437887: 5}
A25K274EQBG91Z,{437887: 5}
AOJ5AINPBIXRD,{437887: 4}
A151BD5WNL8P9U,{437887: 5}
A5312VP2JMXDT,{437859: 5}
A14BTDKBMYWX52,{437859: 5}
A25D0USZ9S0ZQF,{438101: 4}
A3LL7D05M7MZ76,{437911: 5}
A3S31Q6WO6FCQ6,{438312: 5}
A3CANCV8DXJSKT,{438143: 5}
A3RFRUGG4CDPCC,{440203: 5}
AJ1IT31LKXC2X,{440358: 2}
AG1Y3C7Z3EGPS,{440251: 5}
A60DFTY3L3RM7,{440251: 4}
A1RILVIQIWP105,{440237: 5}
A3OYSQDA326DJE,{440552: 4}
A1OCZLSP22DDTN,{440214: 5}
A1DDT2OSYJOZWI,{440214: 5}
A2AUI2EEN29J8J,{440214: 2}
A382SLOE1IVLLB,{440214: 4}
A2KMQQ0WNJX0RX,{440395: 5}
AQB7YI20ZGNMR,{440793: 3}
A27AAXTH5209MG,"{440714: 4, 456719: 4}"
APV8TANWHF4V8,{440257: 1}
A1N0DIMKUESZF4,{440257: 5}
A1WWQ2JESKRPM9,{440216: 4}
A3QZAUE1ZPBY1R,{440216: 3}
A2EIDUSOESNHKH,{441087: 1}
A1WGLOKZ7QJ734,{440389: 5}
A25FUF9L9LPG20,{440389: 5}
A1JDPZ97MR1PX7,{440480: 1}
A3OI8SBO2VKK8Z,{441041: 3}
A1RNKHCH0ZY80U,{440304: 4}
A1830FMQC7HNV4,{441540: 5}
A1VMPD2L999QN1,{440380: 5}
A1IPP9P3I3LLYV,{440380: 5}
A3SGU6ZVBRXWFT,{440380: 1}
A26D607I4M9CZ8,{440255: 1}
A2ONWFQJQSO4M4,{440415: 5}
A2WQ1C1ZCJVKXS,"{440292: 5, 461409: 5}"
AFELGBAI4TK4Z,{440292: 5}
A1MDPEX9BVAOIZ,{440264: 5}
A1MUY7G5MTNAH6,{440264: 5}
A16I054K7AEGRE,{440302: 4}
A2TYG5TBWLSI7E,{440381: 1}
A371RL42MWFWS4,{441183: 4}
A2KKGXCNACEGL3,{440308: 5}
A34WTVSPTMWU4G,{440308: 4}
AHY3NRV0480FF,{440349: 3}
A1KIRXHZXPVE15,{440208: 5}
A24YCEQ364JPJK,{440241: 1}
AY4HO9VC95931,{440450: 1}
AUAKVHXGM4ZWI,{441611: 4}
AIMA57OTBUEEB,{442192: 5}
A2ISAVG6KEBIDZ,{440398: 2}
A3OWDKC6D3Y81K,"{440744: 5, 463638: 5}"
A3EHM96UXRKYFC,{440247: 5}
A6U78S82MYS48,{440627: 2}
AS4ULSWU7L3UB,{440523: 3}
A2U8UHEP1F0RBG,{440523: 4}
A2SR5UTNH32P32,{440225: 5}
A2Q8CXIWLJWHAX,{440254: 5}
A3KN5MZV5TGY9P,{442236: 4}
A1W2DU8ROW3GTD,{440285: 4}
A3V4RKM9O3Y4AU,{441113: 5}
A89S7749V7AM0,{442000: 4}
A1UQP7QKL2DRFQ,{441166: 1}
A35E5I1MOFSUOI,{440528: 5}
A1HILIHEUER9ZE,{441539: 1}
AFFGQICW4H0JX,{440266: 5}
A1YTNRXF0GSMGF,{440235: 5}
ADRKCTQ8GXYM2,{440235: 5}
A1BFEYGDPYW04Z,{440390: 5}
A25RO259Y4WE9W,{440316: 5}
A24FXHNAGDW2NM,{440601: 5}
A2LBA4TP1MXTLS,{440650: 5}
A1VGSTL0N6QZ4K,{441371: 5}
ANWHZTC633RZT,{440259: 4}
AFT2UH6A5A4E3,{440275: 5}
A9ODSPAF6U78V,{440252: 2}
A6OYAI2GDZ9V3,{440252: 3}
A3IJI6J5OFIDC0,{440252: 3}
A3VNDU849BTP14,{442085: 4}
A4D682R75AYW4,{440716: 4}
A2XNCJDTAEMKZ8,{440557: 3}
A47GHLJCJBYOP,{441910: 5}
ANPK2KXM5NF2D,{441163: 5}
A1XKH9IRV1M7GV,{440624: 5}
A12WM84F7E7SZ5,"{440624: 5, 449683: 2}"
A118Y8VJFPE1CV,{444503: 5}
AS813UMIJHDKW,{442705: 5}
A2S9X3QJG0Y7AM,{442624: 1}
AB891JMSSC0X9,{443718: 3}
AR3HB1PC2S3Q9,{443104: 2}
A2198I8641U16M,{443404: 5}
A1LPVBHUYJ6DW9,{442620: 4}
A3AEMWRU2LPXYJ,"{442750: 4, 454703: 5}"
A1F3HK575RUK74,{442665: 5}
A1XNAYLBLWXJ46,{442647: 3}
A3HE5XCTPN093X,{442645: 5}
A3APW64WUXRAKW,{442654: 5}
A346WZOESASHZB,{444180: 5}
A1P6S5PE7MHQC,{442840: 4}
A27CJN10DOO88P,{443229: 4}
A3AHQPN7P0S660,{443889: 1}
A3J2QG07085J2B,{444551: 5}
AFXXWN7N1UTPH,{442698: 5}
A20GEI0OIFUIDK,{442698: 4}
A15I08VIR4VF7T,{442634: 4}
A16U51TVRPSHOU,{442790: 5}
ACO242TPG2QUE,{443290: 4}
A2RMAJCAK05GT8,{443170: 5}
ATN37IB6XXY82,{442618: 1}
ARADGOJDCKW06,{442618: 3}
A28XEBNB8DQO7E,{443019: 5}
A6MXJDVJCHQ9G,{442706: 4}
A5WGDNZH2ACC8,{442623: 4}
A1TMMPW30RQ69G,{444286: 3}
A2OHDZM5CP9RVC,{442931: 1}
A35QI4O4LZAEL9,{443705: 1}
A1MGFTTXSB47DH,{442638: 5}
AOKL3KLQM6U8R,{442638: 2}
AT0KIZZOOKNLF,{443816: 2}
A2R1XWUXAMD3IU,{443183: 1}
A2RGCVG7J4IF9Y,{443277: 4}
A1T93LJF28IPUZ,{442853: 5}
AOLPGC6WFWZKI,{442878: 1}
A1DOGVTLA49175,{442878: 5}
A1J6Z0CRU8HNEN,{442639: 4}
A3JZ2JHQVYB5A4,{443772: 5}
A24R032J3B3192,{442709: 4}
ARKJJGOK5OQCZ,{443008: 1}
A7VNBBHE6WKGR,{442646: 4}
A3OKC3TYF4IGZ5,{442974: 1}
A1R8NJE8HG4WA4,{442764: 2}
A2V4RA29KP7C1U,"{442631: 5, 454417: 4, 456709: 5}"
A1HZ5I3YKO9RMH,{442631: 4}
A1T19HKL9AI6HI,{442631: 5}
ATDPSXA4H0FOC,{442631: 5}
ARAWFK0HNZORH,{443072: 5}
A1OAVB9EL63XPF,{442675: 1}
A1J9GZP9ENLB48,{443094: 2}
A2GJTXXP93CQF0,{442649: 5}
AGRJPUO21267T,{442850: 5}
A2DZGGISEGMPY1,{442938: 5}
A1ZN780LG9Y0K5,{442630: 5}
A5B2P9AXPF9GZ,{442691: 5}
AF8IKOEMUC0R4,{442657: 4}
A3D6R3DPIZ8YY0,{442685: 1}
ABP537AG6D5W9,{442746: 5}
A1JHAQ1AM9LGCG,{445156: 5}
AGJAKW5K9ABC2,{446481: 3}
ASFNDO4B2DGXY,{446234: 2}
AIX2356V7D0PR,{445162: 4}
A4IEZBRV25ABK,{444971: 1}
A3NMI4DQ0BBJUE,{445010: 4}
A1AJTPIKEKX6G,{446031: 1}
A2P4F848B27M79,{445847: 3}
A2JXG2B5LE7CSO,{444933: 1}
AK0D4NKMQY452,{445681: 5}
A2DP3Z5AD9SQX3,{445068: 1}
AENWQKFF8GBFX,"{445023: 5, 454692: 4}"
A1K5F8XMI1V9MI,{445225: 2}
A2B1IL2NE0LT02,{445128: 5}
A136COAIWZGW1N,{445520: 5}
A1JQZFOAIOGY7F,{444981: 1}
AXF6BSSRP0SW9,{446034: 5}
A3LRU79CTUTJ6R,{445676: 5}
A2LZ3S926KP1II,{444936: 5}
A2CSIK5219OSVO,"{444936: 5, 447488: 4, 449673: 5}"
A3QGN9QG73GN7Z,{444936: 5}
A2HYYQX22QS6NG,{444954: 5}
A3U0WIXJEG6UH3,{445431: 1}
A35N5GZFUJH5GI,{445058: 5}
A2RFRQD3R47DO4,{445058: 5}
A1WSVMM1T1Y3JY,{444966: 3}
APRYOJNPMZ3PP,{445016: 1}
A1FP6KPETOACE8,{445016: 1}
A1DBF9QIA5Z6OF,{445024: 4}
A1LOCXJ19TZT7D,{445453: 3}
A3OYO6E0HO4PQ7,{444959: 4}
A2IBPMB2H0V6G3,{446823: 5}
A1516MRQ4HP3BN,"{446904: 5, 456723: 5}"
A123K4RR50UU69,{445785: 5}
A2H5JWQ0O2DCUM,{444935: 5}
A39UUD28RVX6L6,{444935: 1}
A1O2JRAIZTXUXY,{444987: 4}
AY7LX76FZCEAF,{445043: 4}
A2841NBZR2CIXP,{445043: 2}
A2EG2LNSA1ZP7M,{446739: 5}
A1UB9ZYWEXL5MA,{445129: 5}
A3KXYKB7LBR8F4,{445227: 5}
A3NH1TSFEPAN1Q,{444960: 1}
A30U96JEWUGNOF,{447210: 1}
ACY5Y40WEY728,{445107: 1}
A2HSQJY7GJKJ1O,{445028: 5}
A1TK4CGCOEE2X,{445641: 5}
A1KB1DCDJ9N784,{446090: 5}
A11LG9V9WQOYBL,{444951: 2}
AMUPORYKTPD69,{444951: 5}
A5C394UPERXMD,{444951: 4}
ARB2W35EMV1A,{445130: 5}
A2SWFJ9OHNX69B,{445047: 5}
A1DG4PEN6W67H0,{444989: 5}
A3M4F0V7WM9BY8,{445180: 4}
AJCQS45CCIXHL,{445288: 4}
A2XLY1V43BGO0B,{445831: 5}
A2BTDZZ93EHMME,{444984: 3}
A7WHQTEDTUVAD,{445025: 5}
A1MJWK2AXTD18Z,{449457: 1}
AV5RUSUO6A6TH,{447737: 1}
A3N48QK5FTA2IY,{448729: 1}
A20C9OG6NCKDKC,{447501: 1}
AP5GHBEKUPEET,{448338: 5}
A16VY3G7VTA8DA,{447619: 5}
A1RSA2K8CTJF7R,{447362: 5}
A2M4ALJJATQJBZ,{447959: 4}
ATQ5S5SNU3WA6,{449208: 1}
A3CLB3Z05FLEPJ,{447582: 1}
A3R3ER8VT5BJSP,{447630: 5}
A36LBEVGJK8NCU,{447797: 5}
A2W6ADIGPV5V1U,{447364: 3}
A3578HUL03HYJD,{447549: 1}
A16JMB9MX0AU03,{447437: 5}
A20ZWLKOWC37YG,{447689: 3}
A10624DHSCDC3K,{447492: 3}
A1WD23NLNQ80YZ,{447336: 4}
A3SX3KT68CENWL,{447654: 3}
A28DSCUJDI0PPB,{447654: 5}
A2FTSI1M50L0GT,{447349: 3}
A2DMGW3AJ1SXJI,{447473: 5}
A321RR7HZIWYPJ,{447345: 5}
AX6NCGI2GSWRA,{447333: 5}
A2JO1FL2CMKG3D,{447331: 2}
A2P98OXX6WYAYD,{447320: 4}
A212GOU5JTK8JL,{447320: 2}
A1TCDUKJS016GB,{447342: 2}
A1H8CPG82OHA5P,{447322: 1}
A2UZOYQQUT5JT1,{447322: 4}
A2THLK9RAPCD2L,{447322: 2}
A2R1JV7SRGBAFA,{447322: 5}
A24F02IF5JHXVY,{447322: 5}
